"Imbalance settlement period (CET/CEST)","+ Imbalance Price [EUR/MWh] - SCA|FR","+ Scarcity [EUR/MWh] - SCA|FR","+ Incentive [EUR/MWh] - SCA|FR","+ Financial Neutrality [EUR/MWh] - SCA|FR","- Imbalance Price [EUR/MWh] - SCA|FR","- Scarcity [EUR/MWh] - SCA|FR","- Incentive [EUR/MWh] - SCA|FR","- Financial Neutrality [EUR/MWh] - SCA|FR","Currency","Status","Total Imbalance [MWh] - SCA|FR","Difference","Situation","Status"
"17.09.2022 09:30 - 17.09.2022 10:00","142.77","","","","157.79","","","","EUR","Estimated","718","","Surplus","Final"
"17.09.2022 10:00 - 17.09.2022 10:30","116.72","","","","129.00","","","","EUR","Estimated","692","","Surplus","Final"
"17.09.2022 10:30 - 17.09.2022 11:00","132.53","","","","146.48","","","","EUR","Estimated","1075","","Surplus","Final"
"17.09.2022 11:00 - 17.09.2022 11:30","141.27","","","","156.15","","","","EUR","Estimated","1069","","Surplus","Final"
"17.09.2022 11:30 - 17.09.2022 12:00","134.26","","","","148.40","","","","EUR","Estimated","1042","","Surplus","Final"
"17.09.2022 12:00 - 17.09.2022 12:30","153.72","","","","169.90","","","","EUR","Estimated","1313","","Surplus","Final"
"17.09.2022 12:30 - 17.09.2022 13:00","127.68","","","","141.12","","","","EUR","Estimated","969","","Surplus","Final"
"17.09.2022 13:00 - 17.09.2022 13:30","100.12","","","","110.66","","","","EUR","Estimated","805","","Surplus","Final"
"17.09.2022 13:30 - 17.09.2022 14:00","97.38","","","","107.63","","","","EUR","Estimated","1099","","Surplus","Final"
"17.09.2022 14:00 - 17.09.2022 14:30","36.55","","","","40.39","","","","EUR","Estimated","626","","Surplus","Final"
"17.09.2022 14:30 - 17.09.2022 15:00","33.51","","","","37.03","","","","EUR","Estimated","846","","Surplus","Intermediate"
"17.09.2022 15:00 - 17.09.2022 15:30","80.46","","","","88.92","","","","EUR","Estimated","799","","Surplus","Intermediate"
"17.09.2022 15:30 - 17.09.2022 16:00","94.63","","","","104.59","","","","EUR","Estimated","1008","","Surplus","Final"
"17.09.2022 16:00 - 17.09.2022 16:30","62.72","","","","69.32","","","","EUR","Estimated","1227","","Surplus","Final"
"17.09.2022 16:30 - 17.09.2022 17:00","56.53","","","","62.48","","","","EUR","Estimated","1064","","Surplus","Final"
"17.09.2022 17:00 - 17.09.2022 17:30","106.59","","","","117.81","","","","EUR","Estimated","845","","Surplus","Final"
"17.09.2022 17:30 - 17.09.2022 18:00","93.86","","","","103.74","","","","EUR","Estimated","625","","Surplus","Final"
"17.09.2022 18:00 - 17.09.2022 18:30","98.37","","","","108.73","","","","EUR","Estimated","715","","Surplus","Final"
"17.09.2022 18:30 - 17.09.2022 19:00","167.06","","","","184.64","","","","EUR","Estimated","344","","Surplus","Final"
"17.09.2022 19:00 - 17.09.2022 19:30","144.88","","","","160.14","","","","EUR","Estimated","521","","Surplus","Final"
"17.09.2022 19:30 - 17.09.2022 20:00","293.18","","","","324.04","","","","EUR","Estimated","118","","Deficit","Final"
"17.09.2022 20:00 - 17.09.2022 20:30","126.28","","","","139.58","","","","EUR","Estimated","29","","Surplus","Final"
"17.09.2022 20:30 - 17.09.2022 21:00","146.40","","","","161.82","","","","EUR","Estimated","383","","Surplus","Final"
"17.09.2022 21:00 - 17.09.2022 21:30","139.19","","","","153.85","","","","EUR","Estimated","488","","Surplus","Final"
"17.09.2022 21:30 - 17.09.2022 22:00","189.72","","","","209.69","","","","EUR","Estimated","1180","","Surplus","Final"
"17.09.2022 22:00 - 17.09.2022 22:30","173.39","","","","191.65","","","","EUR","Estimated","1023","","Surplus","Final"
"17.09.2022 22:30 - 17.09.2022 23:00","195.79","","","","216.39","","","","EUR","Estimated","388","","Surplus","Final"
"17.09.2022 23:00 - 17.09.2022 23:30","203.93","","","","225.39","","","","EUR","Estimated","700","","Surplus","Final"
"17.09.2022 23:30 - 18.09.2022 00:00","203.93","","","","225.39","","","","EUR","Estimated","696","","Surplus","Intermediate"
"18.09.2022 00:00 - 18.09.2022 00:30","184.03","","","","203.41","","","","EUR","Estimated","669","","Surplus","Final"
"18.09.2022 00:30 - 18.09.2022 01:00","144.08","","","","159.24","","","","EUR","Estimated","1444","","Surplus","Final"
"18.09.2022 01:00 - 18.09.2022 01:30","115.32","","","","127.46","","","","EUR","Estimated","295","","Surplus","Final"
"18.09.2022 01:30 - 18.09.2022 02:00","115.01","","","","127.11","","","","EUR","Estimated","263","","Surplus","Final"
"18.09.2022 02:00 - 18.09.2022 02:30","96.25","","","","106.39","","","","EUR","Estimated","64","","Surplus","Final"
"18.09.2022 02:30 - 18.09.2022 03:00","123.70","","","","136.72","","","","EUR","Estimated","428","","Surplus","Final"
"18.09.2022 03:00 - 18.09.2022 03:30","111.89","","","","123.67","","","","EUR","Estimated","204","","Surplus","Final"
"18.09.2022 03:30 - 18.09.2022 04:00","125.49","","","","138.69","","","","EUR","Estimated","223","","Surplus","Final"
"18.09.2022 04:00 - 18.09.2022 04:30","-20.77","","","","-18.79","","","","EUR","Estimated","232","","Surplus","Final"
"18.09.2022 04:30 - 18.09.2022 05:00","-21.81","","","","-19.73","","","","EUR","Estimated","324","","Surplus","Final"
"18.09.2022 05:00 - 18.09.2022 05:30","17.37","","","","19.19","","","","EUR","Estimated","366","","Surplus","Final"
"18.09.2022 05:30 - 18.09.2022 06:00","7.59","","","","8.39","","","","EUR","Estimated","295","","Surplus","Final"
"18.09.2022 06:00 - 18.09.2022 06:30","114.70","","","","126.78","","","","EUR","Estimated","490","","Surplus","Final"
"18.09.2022 06:30 - 18.09.2022 07:00","117.69","","","","130.07","","","","EUR","Estimated","591","","Surplus","Final"
"18.09.2022 07:00 - 18.09.2022 07:30","76.42","","","","84.46","","","","EUR","Estimated","434","","Surplus","Final"
"18.09.2022 07:30 - 18.09.2022 08:00","76.42","","","","84.46","","","","EUR","Estimated","502","","Surplus","Final"
"18.09.2022 08:00 - 18.09.2022 08:30","100.00","","","","110.52","","","","EUR","Estimated","429","","Surplus","Final"
"18.09.2022 08:30 - 18.09.2022 09:00","99.27","","","","109.71","","","","EUR","Estimated","305","","Surplus","Final"
"18.09.2022 09:00 - 18.09.2022 09:30","99.32","","","","109.78","","","","EUR","Estimated","175","","Surplus","Final"
"18.09.2022 09:30 - 18.09.2022 10:00","100.30","","","","110.86","","","","EUR","Estimated","99","","Surplus","Final"
"18.09.2022 10:00 - 18.09.2022 10:30","215.46","","","","238.14","","","","EUR","Estimated","28","","Deficit","Final"
"18.09.2022 10:30 - 18.09.2022 11:00","100.12","","","","110.66","","","","EUR","Estimated","153","","Surplus","Final"
"18.09.2022 11:00 - 18.09.2022 11:30","105.20","","","","116.28","","","","EUR","Estimated","282","","Surplus","Final"
"18.09.2022 11:30 - 18.09.2022 12:00","121.88","","","","134.70","","","","EUR","Estimated","782","","Surplus","Final"
"18.09.2022 12:00 - 18.09.2022 12:30","101.82","","","","112.54","","","","EUR","Estimated","1154","","Surplus","Final"
"18.09.2022 12:30 - 18.09.2022 13:00","84.22","","","","93.08","","","","EUR","Estimated","949","","Surplus","Final"
"18.09.2022 13:00 - 18.09.2022 13:30","8.32","","","","9.20","","","","EUR","Estimated","825","","Surplus","Final"
"18.09.2022 13:30 - 18.09.2022 14:00","-2.27","","","","-2.05","","","","EUR","Estimated","1289","","Surplus","Final"
"18.09.2022 14:00 - 18.09.2022 14:30","-39.41","","","","-35.65","","","","EUR","Estimated","470","","Surplus","Final"
"18.09.2022 14:30 - 18.09.2022 15:00","-39.48","","","","-35.72","","","","EUR","Estimated","812","","Surplus","Final"
"18.09.2022 15:00 - 18.09.2022 15:30","-17.00","","","","-15.38","","","","EUR","Estimated","188","","Surplus","Final"
"18.09.2022 15:30 - 18.09.2022 16:00","-17.00","","","","-15.38","","","","EUR","Estimated","208","","Surplus","Final"
"18.09.2022 16:00 - 18.09.2022 16:30","-7.44","","","","-6.74","","","","EUR","Estimated","18","","Surplus","Final"
"18.09.2022 16:30 - 18.09.2022 17:00","80.35","","","","88.81","","","","EUR","Estimated","223","","Deficit","Final"
"18.09.2022 17:00 - 18.09.2022 17:30","60.56","","","","66.94","","","","EUR","Estimated","57","","Surplus","Final"
"18.09.2022 17:30 - 18.09.2022 18:00","255.51","","","","282.41","","","","EUR","Estimated","288","","Deficit","Final"
"18.09.2022 18:00 - 18.09.2022 18:30","229.14","","","","253.26","","","","EUR","Estimated","122","","Surplus","Final"
"18.09.2022 18:30 - 18.09.2022 19:00","259.27","","","","286.57","","","","EUR","Estimated","238","","Deficit","Final"
"18.09.2022 19:00 - 18.09.2022 19:30","386.62","","","","427.32","","","","EUR","Estimated","197","","Deficit","Final"
"18.09.2022 19:30 - 18.09.2022 20:00","280.49","","","","310.01","","","","EUR","Estimated","297","","Deficit","Final"
"18.09.2022 20:00 - 18.09.2022 20:30","220.79","","","","244.03","","","","EUR","Estimated","297","","Surplus","Final"
"18.09.2022 20:30 - 18.09.2022 21:00","327.85","","","","362.36","","","","EUR","Estimated","488","","Surplus","Final"
"18.09.2022 21:00 - 18.09.2022 21:30","247.92","","","","274.02","","","","EUR","Estimated","471","","Surplus","Final"
"18.09.2022 21:30 - 18.09.2022 22:00","167.46","","","","185.08","","","","EUR","Estimated","1009","","Surplus","Final"
"18.09.2022 22:00 - 18.09.2022 22:30","154.73","","","","171.01","","","","EUR","Estimated","1029","","Surplus","Final"
"18.09.2022 22:30 - 18.09.2022 23:00","161.39","","","","178.37","","","","EUR","Estimated","660","","Surplus","Final"
"18.09.2022 23:00 - 18.09.2022 23:30","152.81","","","","168.89","","","","EUR","Estimated","873","","Surplus","Final"
"18.09.2022 23:30 - 19.09.2022 00:00","159.37","","","","176.15","","","","EUR","Estimated","1057","","Surplus","Final"
"19.09.2022 00:00 - 19.09.2022 00:30","108.69","","","","120.13","","","","EUR","Estimated","258","","Surplus","Final"
"19.09.2022 00:30 - 19.09.2022 01:00","90.19","","","","99.69","","","","EUR","Estimated","531","","Surplus","Final"
"19.09.2022 01:00 - 19.09.2022 01:30","71.62","","","","79.16","","","","EUR","Estimated","304","","Surplus","Final"
"19.09.2022 01:30 - 19.09.2022 02:00","85.11","","","","94.07","","","","EUR","Estimated","23","","Surplus","Final"
"19.09.2022 02:00 - 19.09.2022 02:30","315.18","","","","348.36","","","","EUR","Estimated","218","","Deficit","Final"
"19.09.2022 02:30 - 19.09.2022 03:00","113.65","","","","125.61","","","","EUR","Estimated","178","","Surplus","Final"
"19.09.2022 03:00 - 19.09.2022 03:30","263.15","","","","290.85","","","","EUR","Estimated","117","","Deficit","Final"
"19.09.2022 03:30 - 19.09.2022 04:00","144.78","","","","160.02","","","","EUR","Estimated","129","","Surplus","Final"
"19.09.2022 04:00 - 19.09.2022 04:30","144.78","","","","160.02","","","","EUR","Estimated","402","","Surplus","Final"
"19.09.2022 04:30 - 19.09.2022 05:00","145.23","","","","160.51","","","","EUR","Estimated","424","","Surplus","Final"
"19.09.2022 05:00 - 19.09.2022 05:30","197.81","","","","218.63","","","","EUR","Estimated","542","","Surplus","Final"
"19.09.2022 05:30 - 19.09.2022 06:00","231.35","","","","255.71","","","","EUR","Estimated","235","","Surplus","Final"
"19.09.2022 06:00 - 19.09.2022 06:30","225.14","","","","248.84","","","","EUR","Estimated","98","","Surplus","Final"
"19.09.2022 06:30 - 19.09.2022 07:00","309.99","","","","342.63","","","","EUR","Estimated","163","","Surplus","Final"
"19.09.2022 07:00 - 19.09.2022 07:30","258.28","","","","285.46","","","","EUR","Estimated","753","","Surplus","Final"
"19.09.2022 07:30 - 19.09.2022 08:00","227.80","","","","251.78","","","","EUR","Estimated","493","","Surplus","Final"
"19.09.2022 08:00 - 19.09.2022 08:30","394.61","","","","436.15","","","","EUR","Estimated","487","","Surplus","Final"
"19.09.2022 08:30 - 19.09.2022 09:00","394.61","","","","436.15","","","","EUR","Estimated","616","","Surplus","Final"
"19.09.2022 09:00 - 19.09.2022 09:30","349.52","","","","386.32","","","","EUR","Estimated","365","","Surplus","Final"
"19.09.2022 09:30 - 19.09.2022 10:00","349.43","","","","386.21","","","","EUR","Estimated","671","","Surplus","Final"
"19.09.2022 10:00 - 19.09.2022 10:30","327.98","","","","362.50","","","","EUR","Estimated","803","","Surplus","Final"
"19.09.2022 10:30 - 19.09.2022 11:00","297.62","","","","328.94","","","","EUR","Estimated","928","","Surplus","Final"
"19.09.2022 11:00 - 19.09.2022 11:30","261.32","","","","288.82","","","","EUR","Estimated","1096","","Surplus","Final"
"19.09.2022 11:30 - 19.09.2022 12:00","253.50","","","","280.18","","","","EUR","Estimated","1033","","Surplus","Final"
"19.09.2022 12:00 - 19.09.2022 12:30","250.57","","","","276.95","","","","EUR","Estimated","966","","Surplus","Final"
"19.09.2022 12:30 - 19.09.2022 13:00","219.02","","","","242.08","","","","EUR","Estimated","879","","Surplus","Final"
"19.09.2022 13:00 - 19.09.2022 13:30","174.18","","","","192.52","","","","EUR","Estimated","831","","Surplus","Final"
"19.09.2022 13:30 - 19.09.2022 14:00","172.94","","","","191.14","","","","EUR","Estimated","857","","Surplus","Final"
"19.09.2022 14:00 - 19.09.2022 14:30","142.49","","","","157.49","","","","EUR","Estimated","914","","Surplus","Final"
"19.09.2022 14:30 - 19.09.2022 15:00","155.31","","","","171.65","","","","EUR","Estimated","1243","","Surplus","Final"
"19.09.2022 15:00 - 19.09.2022 15:30","152.16","","","","168.18","","","","EUR","Estimated","1211","","Surplus","Final"
"19.09.2022 15:30 - 19.09.2022 16:00","130.93","","","","144.71","","","","EUR","Estimated","1365","","Surplus","Final"
"19.09.2022 16:00 - 19.09.2022 16:30","118.87","","","","131.39","","","","EUR","Estimated","1056","","Surplus","Final"
"19.09.2022 16:30 - 19.09.2022 17:00","113.17","","","","125.09","","","","EUR","Estimated","922","","Surplus","Final"
"19.09.2022 17:00 - 19.09.2022 17:30","145.97","","","","161.33","","","","EUR","Estimated","682","","Surplus","Final"
"19.09.2022 17:30 - 19.09.2022 18:00","131.64","","","","145.50","","","","EUR","Estimated","553","","Surplus","Final"
"19.09.2022 18:00 - 19.09.2022 18:30","168.22","","","","185.92","","","","EUR","Estimated","716","","Surplus","Final"
"19.09.2022 18:30 - 19.09.2022 19:00","186.25","","","","205.85","","","","EUR","Estimated","124","","Surplus","Final"
"19.09.2022 19:00 - 19.09.2022 19:30","248.46","","","","274.62","","","","EUR","Estimated","144","","Surplus","Final"
"19.09.2022 19:30 - 19.09.2022 20:00","426.98","","","","471.92","","","","EUR","Estimated","46","","Deficit","Final"
"19.09.2022 20:00 - 19.09.2022 20:30","414.26","","","","457.86","","","","EUR","Estimated","255","","Deficit","Final"
"19.09.2022 20:30 - 19.09.2022 21:00","309.56","","","","342.14","","","","EUR","Estimated","139","","Surplus","Final"
"19.09.2022 21:00 - 19.09.2022 21:30","433.82","","","","479.48","","","","EUR","Estimated","96","","Deficit","Final"
"19.09.2022 21:30 - 19.09.2022 22:00","196.07","","","","216.71","","","","EUR","Estimated","429","","Surplus","Final"
"19.09.2022 22:00 - 19.09.2022 22:30","184.24","","","","203.64","","","","EUR","Estimated","266","","Surplus","Final"
"19.09.2022 22:30 - 19.09.2022 23:00","385.18","","","","425.72","","","","EUR","Estimated","431","","Deficit","Final"
"19.09.2022 23:00 - 19.09.2022 23:30","213.62","","","","236.10","","","","EUR","Estimated","225","","Surplus","Final"
"19.09.2022 23:30 - 20.09.2022 00:00","213.81","","","","236.31","","","","EUR","Estimated","72","","Surplus","Final"
"20.09.2022 00:00 - 20.09.2022 00:30","352.79","","","","389.93","","","","EUR","Estimated","414","","Deficit","Final"
"20.09.2022 00:30 - 20.09.2022 01:00","205.08","","","","226.66","","","","EUR","Estimated","194","","Surplus","Final"
"20.09.2022 01:00 - 20.09.2022 01:30","332.37","","","","367.35","","","","EUR","Estimated","22","","Surplus","Final"
"20.09.2022 01:30 - 20.09.2022 02:00","336.43","","","","371.85","","","","EUR","Estimated","131","","Surplus","Final"
"20.09.2022 02:00 - 20.09.2022 02:30","183.42","","","","202.72","","","","EUR","Estimated","170","","Surplus","Final"
"20.09.2022 02:30 - 20.09.2022 03:00","182.61","","","","201.83","","","","EUR","Estimated","381","","Surplus","Final"
"20.09.2022 03:00 - 20.09.2022 03:30","161.82","","","","178.86","","","","EUR","Estimated","190","","Surplus","Final"
"20.09.2022 03:30 - 20.09.2022 04:00","162.10","","","","179.16","","","","EUR","Estimated","415","","Surplus","Final"
"20.09.2022 04:00 - 20.09.2022 04:30","247.10","","","","273.11","","","","EUR","Estimated","518","","Surplus","Final"
"20.09.2022 04:30 - 20.09.2022 05:00","199.12","","","","220.08","","","","EUR","Estimated","674","","Surplus","Final"
"20.09.2022 05:00 - 20.09.2022 05:30","163.19","","","","180.37","","","","EUR","Estimated","724","","Surplus","Final"
"20.09.2022 05:30 - 20.09.2022 06:00","164.34","","","","181.64","","","","EUR","Estimated","456","","Surplus","Final"
"20.09.2022 06:00 - 20.09.2022 06:30","277.15","","","","306.33","","","","EUR","Estimated","836","","Surplus","Final"
"20.09.2022 06:30 - 20.09.2022 07:00","228.94","","","","253.04","","","","EUR","Estimated","62","","Surplus","Final"
"20.09.2022 07:00 - 20.09.2022 07:30","206.89","","","","228.67","","","","EUR","Estimated","436","","Surplus","Final"
"20.09.2022 07:30 - 20.09.2022 08:00","355.89","","","","393.35","","","","EUR","Estimated","212","","Surplus","Final"
"20.09.2022 08:00 - 20.09.2022 08:30","355.87","","","","393.33","","","","EUR","Estimated","361","","Surplus","Final"
"20.09.2022 08:30 - 20.09.2022 09:00","408.64","","","","451.66","","","","EUR","Estimated","527","","Surplus","Final"
"20.09.2022 09:00 - 20.09.2022 09:30","302.36","","","","334.18","","","","EUR","Estimated","331","","Surplus","Final"
"20.09.2022 09:30 - 20.09.2022 10:00","392.88","","","","434.24","","","","EUR","Estimated","487","","Surplus","Final"
"20.09.2022 10:00 - 20.09.2022 10:30","358.98","","","","396.76","","","","EUR","Estimated","315","","Surplus","Final"
"20.09.2022 10:30 - 20.09.2022 11:00","372.40","","","","411.60","","","","EUR","Estimated","602","","Surplus","Final"
"20.09.2022 11:00 - 20.09.2022 11:30","326.31","","","","360.65","","","","EUR","Estimated","593","","Surplus","Final"
"20.09.2022 11:30 - 20.09.2022 12:00","314.15","","","","347.21","","","","EUR","Estimated","789","","Surplus","Final"
"20.09.2022 12:00 - 20.09.2022 12:30","323.69","","","","357.77","","","","EUR","Estimated","850","","Surplus","Final"
"20.09.2022 12:30 - 20.09.2022 13:00","242.86","","","","268.42","","","","EUR","Estimated","484","","Surplus","Final"
"20.09.2022 13:00 - 20.09.2022 13:30","208.55","","","","230.51","","","","EUR","Estimated","367","","Surplus","Final"
"20.09.2022 13:30 - 20.09.2022 14:00","214.72","","","","237.32","","","","EUR","Estimated","642","","Surplus","Final"
"20.09.2022 14:00 - 20.09.2022 14:30","204.49","","","","226.01","","","","EUR","Estimated","755","","Surplus","Final"
"20.09.2022 14:30 - 20.09.2022 15:00","166.70","","","","184.24","","","","EUR","Estimated","650","","Surplus","Final"
"20.09.2022 15:00 - 20.09.2022 15:30","160.44","","","","177.32","","","","EUR","Estimated","388","","Surplus","Final"
"20.09.2022 15:30 - 20.09.2022 16:00","223.52","","","","247.04","","","","EUR","Estimated","390","","Surplus","Final"
"20.09.2022 16:00 - 20.09.2022 16:30","208.67","","","","230.63","","","","EUR","Estimated","453","","Surplus","Final"
"20.09.2022 16:30 - 20.09.2022 17:00","184.11","","","","203.49","","","","EUR","Estimated","236","","Surplus","Final"
"20.09.2022 17:00 - 20.09.2022 17:30","195.40","","","","215.96","","","","EUR","Estimated","365","","Surplus","Final"
"20.09.2022 17:30 - 20.09.2022 18:00","174.68","","","","193.06","","","","EUR","Estimated","0","","Balanced","Final"
"20.09.2022 18:00 - 20.09.2022 18:30","177.56","","","","196.25","","","","EUR","Estimated","513","","Surplus","Final"
"20.09.2022 18:30 - 20.09.2022 19:00","470.02","","","","519.50","","","","EUR","Estimated","126","","Deficit","Final"
"20.09.2022 19:00 - 20.09.2022 19:30","385.53","","","","426.11","","","","EUR","Estimated","136","","Surplus","Final"
"20.09.2022 19:30 - 20.09.2022 20:00","362.81","","","","401.00","","","","EUR","Estimated","42","","Surplus","Final"
"20.09.2022 20:00 - 20.09.2022 20:30","312.22","","","","345.08","","","","EUR","Estimated","189","","Surplus","Intermediate"
"20.09.2022 20:30 - 20.09.2022 21:00","392.70","","","","434.04","","","","EUR","Estimated","21","","Surplus","Final"
"20.09.2022 21:00 - 20.09.2022 21:30","517.74","","","","572.24","","","","EUR","Estimated","538","","Deficit","Final"
"20.09.2022 21:30 - 20.09.2022 22:00","408.41","","","","451.40","","","","EUR","Estimated","25","","Deficit","Final"
"20.09.2022 22:00 - 20.09.2022 22:30","368.79","","","","407.61","","","","EUR","Estimated","317","","Surplus","Final"
"20.09.2022 22:30 - 20.09.2022 23:00","368.79","","","","407.61","","","","EUR","Estimated","167","","Surplus","Final"
"20.09.2022 23:00 - 20.09.2022 23:30","287.42","","","","317.68","","","","EUR","Estimated","300","","Surplus","Final"
"20.09.2022 23:30 - 21.09.2022 00:00","283.69","","","","313.55","","","","EUR","Estimated","354","","Surplus","Final"
"21.09.2022 00:00 - 21.09.2022 00:30","294.79","","","","325.82","","","","EUR","Estimated","202","","Deficit","Final"
"21.09.2022 00:30 - 21.09.2022 01:00","523.84","","","","578.98","","","","EUR","Estimated","398","","Surplus","Final"
"21.09.2022 01:00 - 21.09.2022 01:30","284.60","","","","314.56","","","","EUR","Estimated","35","","Deficit","Final"
"21.09.2022 01:30 - 21.09.2022 02:00","284.60","","","","314.56","","","","EUR","Estimated","19","","Deficit","Final"
"21.09.2022 02:00 - 21.09.2022 02:30","284.56","","","","314.52","","","","EUR","Estimated","199","","Deficit","Final"
"21.09.2022 02:30 - 21.09.2022 03:00","284.56","","","","314.52","","","","EUR","Estimated","46","","Deficit","Final"
"21.09.2022 03:00 - 21.09.2022 03:30","260.97","","","","288.45","","","","EUR","Estimated","220","","Surplus","Final"
"21.09.2022 03:30 - 21.09.2022 04:00","261.07","","","","288.55","","","","EUR","Estimated","177","","Surplus","Final"
"21.09.2022 04:00 - 21.09.2022 04:30","264.00","","","","291.78","","","","EUR","Estimated","105","","Surplus","Final"
"21.09.2022 04:30 - 21.09.2022 05:00","282.42","","","","312.14","","","","EUR","Estimated","246","","Surplus","Final"
"21.09.2022 05:00 - 21.09.2022 05:30","315.57","","","","348.79","","","","EUR","Estimated","102","","Surplus","Final"
"21.09.2022 05:30 - 21.09.2022 06:00","392.35","","","","433.65","","","","EUR","Estimated","88","","Deficit","Final"
"21.09.2022 06:00 - 21.09.2022 06:30","344.58","","","","380.86","","","","EUR","Estimated","295","","Surplus","Final"
"21.09.2022 06:30 - 21.09.2022 07:00","466.59","","","","515.71","","","","EUR","Estimated","127","","Deficit","Final"
"21.09.2022 07:00 - 21.09.2022 07:30","366.29","","","","404.85","","","","EUR","Estimated","560","","Surplus","Final"
"21.09.2022 07:30 - 21.09.2022 08:00","380.66","","","","420.72","","","","EUR","Estimated","412","","Surplus","Final"
"21.09.2022 08:00 - 21.09.2022 08:30","330.67","","","","365.47","","","","EUR","Estimated","472","","Surplus","Final"
"21.09.2022 08:30 - 21.09.2022 09:00","330.67","","","","365.47","","","","EUR","Estimated","N/A","N/A","N/A","N/A"
"21.09.2022 09:00 - 21.09.2022 09:30","381.21","","","","421.33","","","","EUR","Estimated","301","","Surplus","Final"
"21.09.2022 09:30 - 21.09.2022 10:00","403.60","","","","446.08","","","","EUR","Estimated","370","","Surplus","Final"
"21.09.2022 10:00 - 21.09.2022 10:30","357.09","","","","394.67","","","","EUR","Estimated","633","","Surplus","Final"
"21.09.2022 10:30 - 21.09.2022 11:00","253.40","","","","280.08","","","","EUR","Estimated","1096","","Surplus","Final"
"21.09.2022 11:00 - 21.09.2022 11:30","223.68","","","","247.22","","","","EUR","Estimated","1186","","Surplus","Final"
"21.09.2022 11:30 - 21.09.2022 12:00","220.65","","","","243.87","","","","EUR","Estimated","1145","","Surplus","Final"
"21.09.2022 12:00 - 21.09.2022 12:30","183.93","","","","203.29","","","","EUR","Estimated","836","","Surplus","Final"
"21.09.2022 12:30 - 21.09.2022 13:00","150.53","","","","166.37","","","","EUR","Estimated","789","","Surplus","Final"
"21.09.2022 13:00 - 21.09.2022 13:30","127.37","","","","140.77","","","","EUR","Estimated","443","","Surplus","Final"
"21.09.2022 13:30 - 21.09.2022 14:00","127.26","","","","140.66","","","","EUR","Estimated","527","","Surplus","Final"
"21.09.2022 14:00 - 21.09.2022 14:30","296.74","","","","327.98","","","","EUR","Estimated","360","","Deficit","Final"
"21.09.2022 14:30 - 21.09.2022 15:00","297.31","","","","328.61","","","","EUR","Estimated","217","","Deficit","Final"
"21.09.2022 15:00 - 21.09.2022 15:30","310.42","","","","343.10","","","","EUR","Estimated","265","","Deficit","Final"
"21.09.2022 15:30 - 21.09.2022 16:00","311.62","","","","344.42","","","","EUR","Estimated","240","","Deficit","Final"
"21.09.2022 16:00 - 21.09.2022 16:30","327.32","","","","361.78","","","","EUR","Estimated","36","","Deficit","Final"
"21.09.2022 16:30 - 21.09.2022 17:00","232.01","","","","256.43","","","","EUR","Estimated","8","","Surplus","Final"
"21.09.2022 17:00 - 21.09.2022 17:30","288.42","","","","318.78","","","","EUR","Estimated","319","","Surplus","Final"
"21.09.2022 17:30 - 21.09.2022 18:00","309.49","","","","342.07","","","","EUR","Estimated","71","","Surplus","Final"
"21.09.2022 18:00 - 21.09.2022 18:30","317.03","","","","350.41","","","","EUR","Estimated","594","","Surplus","Final"
"21.09.2022 18:30 - 21.09.2022 19:00","353.66","","","","390.88","","","","EUR","Estimated","9","","Surplus","Final"
"21.09.2022 19:00 - 21.09.2022 19:30","401.29","","","","443.53","","","","EUR","Estimated","201","","Surplus","Final"
"21.09.2022 19:30 - 21.09.2022 20:00","616.34","","","","681.22","","","","EUR","Estimated","134","","Deficit","Final"
"21.09.2022 20:00 - 21.09.2022 20:30","474.08","","","","523.98","","","","EUR","Estimated","334","","Deficit","Final"
"21.09.2022 20:30 - 21.09.2022 21:00","550.97","","","","608.97","","","","EUR","Estimated","136","","Deficit","Final"
"21.09.2022 21:00 - 21.09.2022 21:30","500.45","","","","553.13","","","","EUR","Estimated","138","","Deficit","Final"
"21.09.2022 21:30 - 21.09.2022 22:00","383.48","","","","423.84","","","","EUR","Estimated","309","","Surplus","Final"
"21.09.2022 22:00 - 21.09.2022 22:30","354.22","","","","391.50","","","","EUR","Estimated","346","","Surplus","Final"
"21.09.2022 22:30 - 21.09.2022 23:00","345.96","","","","382.38","","","","EUR","Estimated","246","","Deficit","Final"
"21.09.2022 23:00 - 21.09.2022 23:30","331.92","","","","366.86","","","","EUR","Estimated","110","","Deficit","Final"
"21.09.2022 23:30 - 22.09.2022 00:00","443.01","","","","489.65","","","","EUR","Estimated","492","","Deficit","Final"
"22.09.2022 00:00 - 22.09.2022 00:30","390.12","","","","431.18","","","","EUR","Estimated","277","","Deficit","Final"
"22.09.2022 00:30 - 22.09.2022 01:00","354.42","","","","391.72","","","","EUR","Estimated","371","","Surplus","Final"
"22.09.2022 01:00 - 22.09.2022 01:30","406.17","","","","448.93","","","","EUR","Estimated","73","","Deficit","Final"
"22.09.2022 01:30 - 22.09.2022 02:00","408.69","","","","451.71","","","","EUR","Estimated","132","","Deficit","Final"
"22.09.2022 02:00 - 22.09.2022 02:30","404.22","","","","446.76","","","","EUR","Estimated","26","","Deficit","Final"
"22.09.2022 02:30 - 22.09.2022 03:00","313.58","","","","346.58","","","","EUR","Estimated","63","","Surplus","Final"
"22.09.2022 03:00 - 22.09.2022 03:30","400.80","","","","442.98","","","","EUR","Estimated","26","","Deficit","Final"
